Node,NVolt_kV,mw,gen_type
6799.0,0.4,0.004,PV
6782.0,0.4,0.004,PV
6794.0,0.4,0.004,PV
6793.0,0.4,0.01,PV
6773.0,0.4,0.01,PV
6787.0,0.4,0.004,PV
6761.0,0.4,0.01,PV
6777.0,0.4,0.01,PV
6839.0,0.4,0.004,PV
6811.0,0.4,0.01,PV
6824.0,0.4,0.004,PV
6847.0,0.4,0.01,PV
6848.0,0.4,0.004,PV
6845.0,0.4,0.004,PV
6820.0,0.4,0.004,PV
6806.0,0.4,0.004,PV
6818.0,0.4,0.004,PV
6828.0,0.4,0.01,PV
6834.0,0.4,0.004,PV
6840.0,0.4,0.004,PV
6846.0,0.4,0.004,PV
6819.0,0.4,0.004,PV
6805.0,0.4,0.01,PV
6861.0,0.4,0.01,PV
6867.0,0.4,0.01,PV
6879.0,0.4,0.01,PV
6882.0,0.4,0.01,PV
6883.0,0.4,0.01,PV
6862.0,0.4,0.01,PV
6887.0,0.4,0.01,PV
6891.0,0.4,0.01,PV
6876.0,0.4,0.01,PV
6855.0,0.4,0.004,PV
6894.0,0.4,0.004,PV
6851.0,0.4,0.004,PV
6856.0,0.4,0.004,PV
6853.0,0.4,0.004,PV
6865.0,0.4,0.004,PV
6866.0,0.4,0.004,PV
6850.0,0.4,0.004,PV
6864.0,0.4,0.004,PV
6869.0,0.4,0.004,PV
6880.0,0.4,0.004,PV
6878.0,0.4,0.004,PV
6860.0,0.4,0.004,PV
6903.0,0.4,0.004,PV
6906.0,0.4,0.004,PV
6916.0,0.4,0.004,PV
6925.0,0.4,0.004,PV
6914.0,0.4,0.004,PV
6929.0,0.4,0.004,PV
6900.0,0.4,0.004,PV
6930.0,0.4,0.004,PV
6932.0,0.4,0.004,PV
6933.0,0.4,0.008,PV
6897.0,0.4,0.004,PV
6934.0,0.4,0.004,PV
6901.0,0.4,0.004,PV
6935.0,0.4,0.004,PV
6936.0,0.4,0.004,PV
6937.0,0.4,0.004,PV
6907.0,0.4,0.004,PV
6919.0,0.4,0.004,PV
6928.0,0.4,0.004,PV
6927.0,0.4,0.004,PV
6910.0,0.4,0.004,PV
6931.0,0.4,0.004,PV
6909.0,0.4,0.004,PV
6938.0,0.4,0.004,PV
6939.0,0.4,0.004,PV
6904.0,0.4,0.004,PV
6913.0,0.4,0.004,PV
6915.0,0.4,0.004,PV
6917.0,0.4,0.004,PV
6911.0,0.4,0.004,PV
6899.0,0.4,0.004,PV
6902.0,0.4,0.004,PV
6924.0,0.4,0.004,PV
6896.0,0.4,0.004,PV
6908.0,0.4,0.004,PV
6895.0,0.4,0.004,PV
6922.0,0.4,0.004,PV
6920.0,0.4,0.004,PV
6921.0,0.4,0.004,PV
6912.0,0.4,0.004,PV
6923.0,0.4,0.004,PV
6947.0,0.4,0.008,PV
6940.0,0.4,0.01,PV
6981.0,0.4,0.01,PV
6982.0,0.4,0.01,PV
6984.0,0.4,0.01,PV
6946.0,0.4,0.01,PV
6953.0,0.4,0.01,PV
6983.0,0.4,0.01,PV
6965.0,0.4,0.01,PV
7051.0,10.0,2.1464,PV
7052.0,10.0,3.6,WPP1
7053.0,10.0,3.6,WPP1
7054.0,10.0,3.6,WPP1
7055.0,10.0,3.6,WPP1
7056.0,10.0,16.067,WPP1
7057.0,10.0,3.6,WPP2
7058.0,10.0,5.3749,WPP2
